134.2,0.0006711,11,9.51e-05,23.2,0.0001899,1.28e-05,5.28817e-14,0.0002787,9.76216e-16,0.0007617,3.21892
11,139.3,0.0010842,11,0.0001538,23.3,0.0002989,2.09e-05,1.36146e-14,0.0004756,1.07763e-15,0.0012679,3.43516
12,145.4,0.0014859,12.1,0.0001993,22.7,0.0003619,3e-05,1.94088e-14,0.0006942,1.07228e-15,0.0017332,3.36598
12,126.6,0.0008504,12.1,0.0001408,23.2,0.0002731,1.98e-05,2.98651e-14,0.0004275,8.95543e-16,0.0011351,3.45027
13,134,0.0008408,13.2,0.0001423,23.3,0.0002611,1.99e-05,2.51401e-14,0.0004736,1.091e-15,0.0012987,3.31701
13,124.5,0.0007607,13.2,0.00014,23.3,0.000244,1.92e-05,3.45933e-14,0.0004388,1.15654e-15,0.0012073,3.4779
14,127.3,0.0008298,14.3,0.0001583,23.4,0.0002602,1.89e-05,8.13268e-15,0.0004919,1.16929e-15,0.0014391,3.7646
14,130,0.0009094,14.3,0.0001732,23.3,0.000271,2.22e-05,2.3298e-14,0.0005306,1.1997e-15,0.0015704,3.44294
15,124.3,0.0008929,15.4,0.0001882,23.8,0.0002881,2.38e-05,9.13516e-15,0.0006068,1.45509e-15,0.0017423,3.96913
15,131.6,0.0010731,15.4,0.0002418,23.7,0.0003603,3.02e-05,1.55117e-14,0.0007037,1.37363e-15,0.0020556,3.825
16,128,0.0013797,16.5,0.0003414,23.9,0.0004639,5.75e-05,2.86316e-14,0.0010602,1.09827e-15,0.0029477,3.63814
17,124.2,0.001277,17.6,0.0003182,24.2,0.000407,4.3e-05,7.91118e-14,0.000976,1.14596e-15,0.0029771,3.88115
18,132.7,0.0013585,18.7,0.0003037,24.6,0.0004025,4.1e-05,3.97517e-14,0.0010706,2.6584e-15,0.0031823,4.38155
19,125.7,0.0011931,19.8,0.000328,24.8,0.0004107,4.25e-05,4.8862e-13,0.0011541,1.5646e-15,0.0035712,4.31175
20,117.3,0.0012781,20.8,0.0003801,24.8,0.0004452,4.37e-05,5.15912e-13,0.0012351,1.79069e-15,0.0040571,4.76103
21,124.6,0.0014023,21.8,0.0004157,24.8,0.0004995,5.68e-05,3.55356e-14,0.0014553,1.63325e-15,0.0046094,4.28783
22,127.6,0.001567,22.2,0.0004652,24.9,0.0005225,6.69e-05,4.75713e-14,0.0016366,1.90809e-15,0.0050897,4.83982
23,123.3,0.0016583,23,0.0004709,25,0.000528,6.73e-05,4.95405e-14,0.0018601,1.78415e-15,0.006286,4.87646
25,119.6,0.0017119,23.7,0.000573,25.3,0.0006178,8.28e-05,3.4823e-14,0.0023873,2.38954e-15,0.0075457,4.97232
26,118,0.0018721,24.2,0.0006538,25.4,0.0006645,9.23e-05,2.33508e-13,0.0025067,1.86194e-15,0.0087797,4.87618
28,119.3,0.0020695,24.5,0.0007037,25.1,0.0007151,0.0001103,1.16716e-13,0.0033293,2.23611e-15,0.0117781,5.18515
30,120.8,0.0022349,25.2,0.0007868,25.6,0.000806,0.0001336,6.65867e-14,0.0036473,2.45797e-15,0.0129606,5.24319
32,116.8,0.0028165,25.5,0.0010227,25.5,0.0010357,0.0001459,2.13959e-13,0.0044317,2.32996e-15,0.0150046,5.50019
34,115.6,0.0029965,25.6,0.0011357,25.9,0.0011463,0.000174,1.17581e-13,0.0051273,2.75857e-15,0.0180875,5.70191
36,117.7,0.0033046,26.4,0.0012454,25.7,0.0012011,0.0002022,6.41747e-12,0.0057437,2.89843e-15,0.0214835,5.87209
39,108.6,0.0035086,26.4,0.0014084,26,0.0014088,0.0002581,5.41455e-13,0.0076846,3.01258e-15,0.0285048,5.87684
42,116.3,0.0038104,26.5,0.0014756,26.2,0.0014589,0.0002932,5.67847e-13,0.0085981,3.02299e-15,0.0339383,5.87656
45,109.2,0.0041831,26.9,0.0016832,26.3,0.0016241,0.0003546,3.60266e-13,0.0104801,3.53906e-15,0.040984,6.05655
48,110.5,0.0046364,27.2,0.0019177,26.3,0.0018476,0.0004404,5.59283e-13,0.012626,3.71826e-15,0.0498779,6.49139
52,107.2,0.0048826,27.5,0.0021142,26.2,0.0020387,0.00058,3.65434e-13,0.0158155,4.01379e-15,0.0663329,6.78392
56,104.1,0.0053308,27.5,0.0024917,26.4,0.0024275,0.0007312,1.98001e-12,0.0205424,4.5238e-15,0.0812119,6.92554
60,107.2,0.0065577,27.5,0.0028255,26.4,0.002713,0.000874,5.62071e-13,0.023948,4.4062e-15,0.0991211,7.21275
65,106.4,0.0071083,27.5,0.0033114,26.8,0.0031847,0.0010807,5.5464e-13,0.0292164,4.78669e-15,0.131119,7.41606
70,105.8,0.0077765,27.5,0.0034726,26.7,0.0034454,0.0012985,3.96684e-12,0.0377839,5.19647e-15,0.166434,7.48799
76,104.9,0.0090068,27.7,0.0041192,27,0.0040324,0.0017388,1.90551e-12,0.0482598,5.70239e-15,0.213054,7.79805
82,102.6,0.009667,28,0.004513,27.1,0.0044023,0.0020715,2.98622e-12,0.0583873,6.02479e-15,0.275948,8.42121
89,103.4,0.0114646,28.3,0.0055061,27.1,0.0052586,0.0030555,1.57539e-12,0.0752408,6.62504e-15,0.372993,8.54243
96,101.1,0.0131216,28.5,0.006438,27.4,0.0066903,0.0035551,8.94752e-13,0.0925379,7.18486e-15,0.480473,8.91859
104,102.5,0.0150538,28.6,0.0074837,27.4,0.0068759,0.004106,1.88145e-12,0.109139,7.46393e-15,0,0
112,100.6,0.0164089,28.6,0.0083681,27.5,0.0082324,0.0050872,2.31446e-12,0.129585,8.19354e-15,0,0
