143,131.9,0.0273524,48,0.0174339,0,0.00047,0.0107883,2.9889e-15,0.264382,7.85398e-15,0,0
156,133.8,0.0345276,48.4,0.0210469,0,0.0006364,0.0136033,3.45329e-15,0.334919,8.83238e-15,0,0
169,134,0.0386646,48.4,0.0237999,0,0.0006636,0.0165765,3.63708e-15,0.419529,9.94195e-15,0,0
184,133.3,0.0453356,48.8,0.0279371,0,0.0007922,0.0218526,3.86535e-15,0.540456,1.04523e-14,0,0
199,133,0.0522265,49.2,0.0327588,0,0.0008829,0.0274486,4.29867e-15,0.681534,1.13438e-14,0,0
217,134.2,0.0635282,49.4,0.0380967,0,0.0010316,0.0352754,4.48421e-15,0,0,0,0
235,134.8,0.0730329,49.4,0.0435191,0,0.0011519,0.0449822,4.97063e-15,0,0,0,0
256,134.4,0.0853309,49.4,0.0522604,0,0.0013863,0.0580331,5.27257e-15,0,0,0,0
278,134.9,0.0992942,49.6,0.0611508,0,0.0016664,0.0732271,5.76807e-15,0,0,0,0
303,135.5,0.116824,49.8,0.0701574,0,0.0019011,0.0926764,6.67076e-15,0,0,0,0
329,136,0.134361,50.4,0.0835447,0,0.0022397,0.118768,7.02297e-15,0,0,0,0
358,135,0.157409,50,0.0971034,0,0.002662,0.154196,7.46427e-15,0,0,0,0
390,135.8,0.185721,50.3,0.113655,0,0.0030752,0.196702,7.93807e-15,0,0,0,0
424,136.2,0.217501,50.6,0.134774,0,0.0036317,0.253274,9.31075e-15,0,0,0,0
462,137,0.260744,50.6,0.159617,0,0.0044976,0.329221,1.02419e-14,0,0,0,0
503,136.3,0.298162,50.6,0.185521,0,0.0051843,0.419075,1.06453e-14,0,0,0,0
547,137.3,0.35413,50.6,0.218618,0,0.0060443,0.533203,1.15299e-14,0,0,0,0
596,136.4,0.41654,50.6,0.259716,0,0.0073074,0.692425,1.26657e-14,0,0,0,0
649,137.2,0.499444,50.6,0.309184,0,0.0090805,0.901188,1.39001e-14,0,0,0,0
706,136.9,0.58889,50.6,0.367253,0,0.0111519,1.15723,1.47574e-14,0,0,0,0
769,137.7,0.704289,50.7,0.439226,0,0.012709,1.50425,1.63171e-14,0,0,0,0
838,137.9,0.829309,50.7,0.509937,0,0.0143495,1.93914,1.76753e-14,0,0,0,0
913,138.1,0.974902,50.8,0.607133,0,0.0164041,2.51418,1.90498e-14,0,0,0,0
994,138,1.15316,51.5,0.726383,0,0.0201344,3.23736,2.09302e-14,0,0,0,0
1083,138.4,1.36973,51.6,0.856851,0,0.0233398,4.17312,2.28349e-14,0,0,0,0
1180,138.6,1.62034,51.6,1.02117,0,0.0275045,5.38386,2.44871e-14,0,0,0,0
1285,138.5,1.92098,51.7,1.21414,0,0.0325208,6.97664,2.71311e-14,0,0,0,0
1400,139.2,2.28195,51.7,1.42562,0,0.0385251,8.99412,2.92363e-14,0,0,0,0
1525,139.2,2.71305,51.7,1.70224,0,0.045925,11.5368,3.21013e-14,0,0,0,0
1662,139.3,3.21102,51.7,2.00975,0,0.0565404,15.0056,3.49885e-14,0,0,0,0
1811,139.8,3.85012,51.7,2.3906,0,0.0680636,19.3527,3.84624e-14,0,0,0,0
1973,139.9,4.55327,51.7,2.83729,0,0.0804873,25.0022,4.10755e-14,0,0,0,0
2150,140.3,5.43173,51.7,3.36723,0,0.0947563,32.3608,4.53538e-14,0,0,0,0
2343,140.6,6.49368,51.7,4.0076,0,0.108415,41.805,4.96404e-14,0,0,0,0
2553,140.7,7.74466,51.7,4.78787,0,0.133026,53.9613,5.4288e-14,0,0,0,0
140.8,9.70349,51.7,5.95046,0,0.164064,73.4128,5.87109e-14,0,0,0,0
3032,141.1,11.2585,51.8,6.948,0,0.184825,92.2131,6.33852e-14,0,0,0,0
